# HRMSv2/CAN LOGGER made by brzanad
# TIMESTAMP - human readable format
# ID - HEX format
# DATA - HEX format
# HH:MM:SS,KKK;ID;DATADATADATADATA
18:11:44,224;20;000080FF395F1950
18:11:44,231;20;000080FF395F1950
18:11:44,238;20;000080FF395F1950
18:11:44,251;20;000080FF395F1950
18:11:44,257;20;000080FF395F1950
18:11:44,264;20;000080FF395F1950
18:11:44,271;20;000080FF395F1950
18:11:44,272;2B;903FBD01A0A50110
18:11:44,273;2A;FF730D7066080200
18:11:44,274;2D;FF0DC000FF0DC000
18:11:44,278;20;000080FF395F1950
18:11:44,280;0D;0000000000000000
18:11:44,285;20;000080FF395F1950
18:11:44,292;20;000080FF395F1950
18:11:44,298;20;000080FF395F1950
18:11:44,304;20;000080FF395F1950
18:11:44,311;20;000080FF395F1950
18:11:44,314;2C;FF0DBC00FF0DD600
18:11:44,315;28;FF130D0020290200
18:11:44,316;29;FF130D0020D60100
18:11:44,318;20;000080FF395F1950
18:11:44,325;20;000080FF395F1950
18:11:44,331;20;000080FF395F1950
18:11:44,337;20;000080FF395F1950
18:11:44,341;14;0000000000000000
18:11:44,342;15;0000000000000000
18:11:44,343;17;33217A4100000000
18:11:44,344;20;000080FF395F1950
18:11:44,351;20;000080FF395F1950
18:11:44,358;20;000080FF395F1950
18:11:44,364;20;000080FF395F1950
18:11:44,372;2D;FF0DC000FF0DC200
18:11:44,373;2A;006C0D70A60B0200
18:11:44,373;2B;A03F7D01A0A50110
18:11:44,377;20;000080FF395F1950
18:11:44,384;20;000080FF395F1950
18:11:44,391;20;000080FF395F1950
18:11:44,398;20;000080FF395F1950
18:11:44,404;20;000080FF395F1950
18:11:44,413;20;000080FF395F1950
18:11:44,416;2C;FF0DB700FF0DD300
18:11:44,417;28;FF130D00A0280200
18:11:44,417;29;FF130D00A0D80100
18:11:44,418;20;000080FF395F1950
18:11:44,425;20;000080FF395F1950
18:11:44,432;20;000080FF395F1950
18:11:44,438;20;000080FF395F1950
18:11:44,444;20;000080FF395F1950
18:11:44,458;20;000080FF395F1950
18:11:44,464;20;000080FF395F1950
18:11:44,471;20;000080FF395F1950
18:11:44,472;2B;B0433D0160A50110
18:11:44,473;2A;FF730D70E60B0200
18:11:44,474;2D;FF0DC200FF0DBE00
18:11:44,478;20;000080FF395F1950
18:11:44,480;0D;0000000000000000
18:11:44,484;20;000080FF395F1950
18:11:44,491;20;000080FF395F1950
18:11:44,504;20;000080FF395F1950
18:11:44,511;20;000080FF395F1950
18:11:44,514;2C;FF0DBA00FF0DD400
18:11:44,515;28;FF170D00A0280200
18:11:44,516;29;FF130D0020D90100
18:11:44,517;20;000080FF395F1950
18:11:44,524;20;000080FF395F1950
18:11:44,531;20;000080FF395F1950
18:11:44,539;20;000080FF395F1950
18:11:44,544;20;000080FF395F1950
18:11:44,551;20;000080FF395F1950
18:11:44,558;20;000080FF395F1950
18:11:44,564;20;000080FF395F1950
18:11:44,571;20;000080FF395F1950
18:11:44,572;2B;D65FAD00A0A50110
18:11:44,573;2A;FF730D70660C0200
18:11:44,574;2D;FF0DC100FF0DC600
18:11:44,578;20;000080FF395F1950
18:11:44,584;20;000080FF395F1950
18:11:44,590;01;0000000001000080
18:11:44,591;14;0000000000000000
18:11:44,592;15;0000000000000000
18:11:44,593;17;0090794100000000
18:11:44,594;20;000080FF395F1950
18:11:44,597;20;000080FF395F1950
18:11:44,604;20;000080FF395F1950
18:11:44,611;20;000080FF395F1950
18:11:44,614;2C;FF0DBA00FF0DD400
18:11:44,615;28;FF170D0060250200
18:11:44,616;29;FF130D00A0D60100
18:11:44,618;20;000080FF395F1950
18:11:44,625;20;000080FF395F1950
18:11:44,631;20;000080FF395F1950
18:11:44,637;20;000080FF395F1950
18:11:44,644;20;000080FF395F1950
18:11:44,651;20;000080FF395F1950
18:11:44,658;20;000080FF395F1950
18:11:44,666;20;000080FF395F1950
18:11:44,672;20;000080FF395F1950
18:11:44,673;2B;AF3F3D01A0A50110
18:11:44,674;2A;FF6F0D70660B0200
18:11:44,675;2D;FF0DBF00FF0DBA00
18:11:44,679;20;000080FF5F1950
18:11:44,681;0D;0000000000000000
18:11:44,682;0D;0000000000000000

18:11:44,685;20;000080FF395F1950
18:11:44,707;20;000080FF395F1950
18:11:44,707;20;000080FF395F1950
18:11:44,707;20;000080FF395F1950
18:11:44,710;20;000080FF395F1950
18:11:44,714;2C;FF0DBA00FF0DD700
18:11:44,715;28;FF170D0020260200
18:11:44,716;29;FF130D00E0D70100
18:11:44,717;20;000080FF395F1950
18:11:44,724;20;000080FF395F1950
18:11:44,730;0D;0000000000000000
18:11:44,731;20;000080FF395F1950
18:11:44,738;20;000080FF395F1950
18:11:444,745;20;000080FF395F1950
18:11:44,751;20;000080FF395F1950
18:11:44,757;20;000080FF395F1950
18:11:44,764;20;000080FF395F1950
18:11:44,771;20;000080FF395F1950
18:11:44,772;2B;A13B6D01A0A50110
18:11:44,773;2A;FF731D70260C0200
18:11:44,774;2D;FF0DBF00FF0DBC00
18:11:44,778;20;000080FF395F1950
18:11:44,780;0D;0000000000000000
18:11:44,785;20;000080FF395F1950
18:11:44,792;20;000080FF395F1950
18:11:44,799;20;000080FF395F1950
18:11:44,805;20;000080FF395F1950
18:11:44,812;20;000080FF395F1950
18:11:44,816;2C;FF0DB800FF0DD700
18:11:44,817;28;FF170D00E0280200
18:11:44,818;29;FF130D0060D90100
18:11:44,819;20;000080FF395F1950
18:11:44,825;20;000080FF395F1950
18:11:44,831;0D;0000000000000000
18:11:44,832;20;000080FF395F1950
18:11:44,837;20;000080FF395F1950
18:11:44,841;14;0000000000000000
18:11:44,842;15;0000000000000000
18:11:44,843;17;99D8794100000000
18:11:44,844;20;000080FF395F1950
18:11:44,851;20;000080FF395F1950
18:11:44,858;20;000080FF395F1950
18:11:44,864;20;000080FF395F1950
18:11:44,871;20;000080FF395F1950
18:11:44,872;2B;A93B4D01A0A50110
18:11:44,873;2A;FF730D70E60B0200
18:11:44,874;2D;FF0DC100FF0DC000
18:11:44,877;20;000080FF395F1950
18:11:44,880;0D;0000000000000000
18:11:44,884;20;000080FF395F1950
18:11:44,891;20;000080FF395F1950
18:11:44,898;20;000080FF395F1950
18:11:44,904;20;000080FF395F1950
18:11:44,911;20;000080FF395F1950
18:11:44,915;2C;FF0DB900FF0DD500
18:11:44,916;28;FF170D00E0280200
18:11:44,916;29;FF130D0020D90100
18:11:44,918;20;000080FF395F1950
18:11:44,924;20;000080FF395F1950
18:11:44,930;0D;0000000000000000
18:11:44,931;20;000080FF395F1950
18:11:44,939;20;000080FF395F1950
18:11:44,946;20;000080FF395F1950
18:11:44,951;20;000080FF395F1950
18:11:44,958;20;000080FF395F1950
18:11:44,964;20;000080FF395F1950
18:11:44,971;20;000080FF395F1950
18:11:44,972;2B;923FAD01A0A50110
18:11:44,973;2A;FF730D70260C0200
18:11:44,974;2D;FF0DC000FF0DC300
18:11:44,978;20;000080FF395F1950
18:11:44,980;0D;0000000000000000
18:11:44,984;20;000080FF395F1950
18:11:44,991;20;000080FF395F1950
18:11:44,998;20;000080FF395F1950
18:11:45,004;20;000080FF395F1950
18:11:45,011;20;000080FF395F1950
18:11:45,014;2C;FF0DBB00FF0DD200
18:11:45,015;28;FF170D00A0280200
18:11:45,016;29;FF130D00E0D80100
18:11:45,018;20;000080FF395F1950
18:11:45,024;20;000080FF395F1950
18:11:45,030;0D;0000000000000000
18:11:45,031;20;000080FF395F1950
18:11:45,038;20;000080FF395F1950
18:11:45,045;20;000080FF395F1950
18:11:45,052;20;000080FF395F1950
18:11:45,059;20;000080FF395F1950
18:11:45,066;20;000080FF395F1950
18:11:45,072;20;000080FF395F1950
18:11:45,072;2B;A63F5D01A0A50110
18:11:45,073;2A;FF6F1D70E60B0200
18:11:45,074;2D;FF0DBE00FF0DBE00
18:11:45,078;20;000080FF395F1950
18:11:45,081;0D;0000000000000000
18:11:45,084;20;000080FF395F1950
18:11:45,091;14;0000000000000000
18:11:45,092;15;0000000000000000
18:11:45,093;17;E6FC794100000000
18:11:45,094;20;000080FF395F1950
18:11:45,097;20;000080FF395F1950
18:11:45,104;20;000080FF395F1950
18:11:45,111;20;000080FF395F1950
18:11:45,114;2C;FF0DB700FF0DD500
18:11:45,115;28;FF170D00E0280200
18:11:45,116;29;FF130D00E0D80100
18:11:45,118;20;000080FF395F1950
18:11:45,125;20;000080FF395F1950
18:11:45,130;0D;0000000000000000
18:11:45,131;20;000080FF395F1950
18:11:45,137;20;000080FF395F1950
18:11:45,144;20;000080FF395F1950
18:11:45,151;20;000080FF395F1950
18:11:45,158;20;000080FF395F1950
18:11:45,165;20;000080FF395F1950
18:11:45,171;20;000080FF395F1950
18:11:45,172;2B;D74BAD0020A60110
18:11:45,173;2A;FF730D70A6080200
18:11:45,174;2D;FF0DC400FF0DBE00
18:11:45,178;20;000080FF395F1950
18:11:45,180;0D;0000000000000000
18:11:45,184;20;000080FF3951950
18:11:45,192;20;000080FF395F1950

18:11:45,199;20;000080FF395F1950
18:11:45,213;20;000080FF395F1950
18:11:45,213;20;000080FF395F1950
18:11:45,214;2C;FF0DBC00FF0DDA00
18:11:45,215;28;FF130D00A0280200
18:11:45,216;29;FF130D0020D90100
18:11:45,217;20;000080FF395F1950
18:11:45,224;20;000080FF395F1950
18:11:45,230;0D;0000000000000000
18:11:45,231;20;000080FF395F1950
18:11:45,238;20;000080FF395F1950
18:11:45,245;20;000080FF395F1950
18:11:45,251;20;000080FF395F1950
18:11:45,257;20;000080FF395F1950
18:11:45,264;20;000080FF395F1950
18:11:45,271;20;000080FF395F1950
18:11:45,272;2B;B53F2D01E0A50110
18:11:45,273;2A;FF6F0D70E60B0200
18:11:45,274;2D;FF0DBD00FF0DC400
18:11:45,278;20;000080FF395F1950
18:11:45,280;0D;0000000000000000
18:11:45,285;20;000080FF395F1950
18:11:45,291;20;000080FF395F1950
18:11:45,299;20;000080FF395F1950
18:11:45,305;20;000080FF395F1950
18:11:45,312;20;000080FF395F1950
18:11:45,316;2C;FF0DBB00FF0DDE00
18:11:45,317;28;FF170D00E0260200
18:11:45,318;29;FF130D00A0D70100
18:11:45,319;20;000080FF395F1950
18:11:45,326;20;000080FF395F1950
18:11:45,331;0D;0000000000000000
18:11:45,332;20;000080FF395F1950
18:11:45,337;20;000080FF395F1950
18:11:45,341;14;0000000000000000
18:11:45,342;15;0000000000000000
18:11:45,343;17;99D8794100000000
18:11:45,344;20;000080FF395F1950
18:11:45,351;20;000080FF395F1950
18:11:45,358;20;000080FF395F1950
18:11:45,365;20;000080FF395F1950
18:11:45,371;20;000080FF395F1950
18:11:45,372;2B;AC3B4D01E0A50110
18:11:45,373;2A;FF731D70A6080200
18:11:45,374;2D;FF0DC200FF0DC100
18:11:45,377;20;000080FF395F1950
18:11:45,380;0D;0000000000000000
18:11:45,384;20;000080FF395F1950
18:11:45,391;20;000080FF395F1950
18:11:45,398;20;000080FF395F1950
18:11:45,405;20;000080FF395F1950
18:11:45,411;20;000080FF395F1950
18:11:45,415;2C;FF0DB900FF0DD800
18:11:45,416;28;FF130D00A0280200
18:11:45,416;29;FF130D00E0D80100
18:11:45,417;20;000080FF395F1950
18:11:45,425;20;000080FF395F1950
18:11:45,431;0D;0000000000000000
18:11:45,432;20;000080FF395F1950
18:11:45,440;20;000080FF395F1950
18:11:45,446;20;000080FF395F1950
18:11:45,452;20;000080FF395F1950
18:11:45,458;20;000080FF395F1950
18:11:45,464;20;000080FF395F1950
18:11:45,471;20;000080FF395F1950
18:11:45,472;2B;9F3B7D0160A50110
18:11:45,473;2A;FF730D70A6080200
18:11:45,474;2D;FF0DC200FF0DBB00
18:11:45,478;20;000080FF395F1950
18:11:45,480;0D;0000000000000000
18:11:45,484;20;000080FF395F1950
18:11:45,491;20;000080FF395F1950
18:11:45,498;20;000080FF395F1950
18:11:45,504;20;000080FF395F1950
18:11:45,511;20;000080FF395F1950
18:11:45,514;2C;FF0DB800FF0DD600
18:11:45,515;28;FF170D00E0280200
18:11:45,516;29;FF130D00A0D80100
18:11:45,518;20;000080FF395F1950
18:11:45,524;20;000080FF395F1950
18:11:45,530;0D;0000000000000000
18:11:45,531;20;000080FF395F1950
18:11:45,538;20;000080FF395F1950
18:11:45,544;20;000080FF395F1950
18:11:45,551;20;000080FF395F1950
18:11:45,558;20;000080FF395F1950
18:11:45,565;20;000080FF395F1950
18:11:45,572;20;000080FF395F1950
18:11:45,573;2B;8E3BBD0160A50110
18:11:45,574;2A;FF6F0D70A60B0200
18:11:45,575;2D;FF0DBE00FF0DBC00
18:11:45,578;20;000080FF395F1950
18:11:45,581;0D;0000000000000000
18:11:45,584;20;000080FF395F1950
18:11:45,590;01;0000000001000080
18:11:45,592;14;0000000000000000
18:11:45,593;15;0000000000000000
18:11:45,594;17;99D8794100000000
18:11:45,595;20;000080FF395F1950
18:11:45,597;20;000080FF395F1950
18:11:45,604;20;000080FF395F1950
18:11:45,611;20;000080FF395F1950
18:11:45,614;2C;FF0DB900FF0DD400
18:11:45,615;28;FF170D0020250200
18:11:45,616;29;FF130D00E0D80100
18:11:45,618;20;000080FF395F1950
18:11:45,625;20;000080FF395F1950
18:11:45,630;0D;0000000000000000
18:11:45,631;20;000080FF395F1950
18:11:45,637;20;000080FF395F1950
18:11:45,644;20;000080FF395F1950
18:11:45,651;20;000080FF395F1950
18:11:45,658;20;000080FF395F1950
18:11:45,665;20;000080FF395F1950
18:11:45,671;20;000080FF395F1950
18:11:45,671;2B;AC5B4D01A0A50110
18:11:45,672;2A;FF6F1D70260C0200
18:11:45,675;2D;FF0DC200FF0DBE00
18:11:45,679;20;000080FF395F1950
18:11:45,681;0D;0000000000000000
18:11:45,685;20;000080FF395F1950
18:11:45,693;20;000080FF395F1950
18:11:45,700;20;000080FF395F1950

18:11:45,705;20;000080FF395F1950
18:11:45,729;20;000080FF395F1950
18:11:45,729;2C;FF0DB700FF0DD000
18:11:45,729;28;FF130D00A0280200
18:11:45,729;29;FF130D00E0D60100
18:11:45,729;20;000080FF395F1950
18:11:45,729;20;000080FF395F1950
18:11:45,730;0D;0000000000000000
18:11:45,731;20;000080FF395F1950
18:11:45,738;20;000080FF395F1950
18:11:45,745;20;000080FF395F1950
18:11:45,751;20;000080FF395F1950
18:11:45,757;20;000080FF395F1950
18:11:45,764;20;000080FF395F1950
18:11:45,771;20;000080FF395F1950
18:11:45,772772;2B;B1433D01A0A50110
18:11:45,773;2A;00700D70E60B0200
18:11:45,774;2D;FF0DC000FF0DC000
18:11:45,778;20;000080FF395F1950
18:11:45,780;0D;0000000000000000
18:11:45,785;20;000080FF395F1950
18:11:45,792;20;000080FF395F1950
18:11:45,797;20;000080FF395F1950
18:11:45,804;20;000080FF395F1950
18:11:45,811;20;000080FF395F1950
18:11:45,815;2C;FF0DBA00FF0DD000
18:11:45,816;28;FF170D00A0280200
18:11:45,817;29;FF130D0020DA0100
18:11:45,819;20;000080FF395F1950
18:11:45,825;20;000080FF395F1950
18:11:45,831;0D;0000000000000000
18:11:45,832;20;000080FF395F1950
18:11:45,837;20;000080FF395F1950
18:11:45,841;14;0000000000000000
18:11:45,842;15;0000000000000000
18:11:45,843;17;99D8794100000000
18:11:45,844;20;000080FF395F1950
18:11:45,851;20;000080FF395F1950
18:11:45,858;20;000080FF395F1950
18:11:45,865;20;000080FF395F1950
18:11:45,871;20;000080FF395F1950
18:11:45,872;2B;B63F2D01A0A50110
18:11:45,873;2A;FF6F0D70260C0200
18:11:45,874;2D;FF0DC000FF0DC300
18:11:45,877;20;000080FF395F1950
18:11:45,880;0D;0000000000000000
18:11:45,884;20;000080FF395F1950
18:11:45,891;20;000080FF395F1950
18:11:45,898;20;000080FF395F1950
18:11:45,905;20;000080FF395F1950
18:11:45,911;20;000080FF395F1950
18:11:45,915;2C;FF0DBA00FF0DD900
18:11:45,916;28;FF170D00A0280200
18:11:45,916;29;FF130D0020D90100
18:11:45,917;20;000080FF395F1950
18:11:45,924;20;000080FF395F1950
18:11:45,931;0D;0000000000000000
18:11:45,932;20;000080FF395F1950
18:11:45,940;20;000080FF395F1950
18:11:45,946;20;000080FF395F1950
18:11:45,953;20;000080FF395F1950
18:11:45,958;20;000080FF395F1950
18:11:45,964;20;000080FF395F1950
18:11:45,971;20;000080FF395F1950
18:11:45,972;2B;D9539D00A0A50110
18:11:45,973;2A;FF730D70E60B0200
18:11:45,974;2D;FF0DC300FF0DBC00
18:11:45,978;20;000080FF395F1950
18:11:45,980;0D;0000000000000000
18:11:45,984;20;000080FF395F1950
18:11:45,991;20;000080FF395F1950
18:11:45,998;20;000080FF395F1950
18:11:46,004;20;000080FF395F1950
18:11:46,011;20;000080FF395F1950
18:11:46,014;2C;FF0DB800FF0DD900
18:11:46,015;28;FF130D0060280200
18:11:46,016;29;FF130D00E0D80100
18:11:46,018;20;000080FF395F1950
18:11:46,024;20;000080FF395F1950
18:11:46,030;0D;0000000000000000
18:11:46,031;20;000080FF395F1950
18:11:46,038;20;000080FF395F1950
18:11:46,044;20;000080FF395F1950
18:11:46,051;20;000080FF395F1950
18:11:46,058;20;000080FF395F1950
18:11:46,065;20;000080FF395F1950
18:11:46,072;20;000080FF395F1950
18:11:46,073;2B;AA3B4D0160A50110
18:11:46,074;2A;00700D70260C0200
18:11:46,075;2D;FF0DC000FF0DBF00
18:11:46,079;20;000080FF395F1950
18:11:46,081;0D;0000000000000000
18:11:46,084;20;000080FF395F1950
18:11:46,091;14;0000000000000000
18:11:46,092;15;0000000000000000
18:11:46,093;17;E6FC794100000000
18:11:46,093;20;000080FF395F1950
18:11:46,097;20;000080FF395F1950
18:11:46,104;20;000080FF395F1950
18:11:46,111;20;000080FF395F1950
18:11:46,114;2C;FF0DB500FF0DD300
18:11:46,115;28;FF170D00A0280200
18:11:46,116;29;FF130D00E0D80100
18:11:46,118;20;000080FF395F1950
18:11:46,125;20;000080FF395F1950
18:11:46,130;0D;0000000000000000
18:11:46,131;20;000080FF395F1950
18:11:46,137;20;000080FF395F1950
18:11:46,144;000080FF395F1950
18:11:46,151;20;000080FF395F1950
18:11:46,158;20;000080FF395F1950
18:11:46,165;20;000080FF395F1950
18:11:46,171;20;000080FF395F1950
18:11:46,171;2B;983B8D01A0A50110
18:11:46,172;2A;FF730D70A60B0200
18:11:46,173;2D;FF0DC200FF0DC100
18:11:46,179;20;000080FF395F1950
18:11:46,181;0D;0000000000000000
18:11:46,185;20;000080FF395F1950
18:11:46,193;20;000080FF395F1950
18:11:46,200;20;000080FF395F1950
18:11:46,206;20;000080FF395F1950
18:11:46,211;20;000080FF395F1950

18:11:46,214;2C;FF0DBF00FF0DD7D700
18:11:46,221;28;FF170D0060250200
18:11:46,222;29;FF130D00A0D80100
18:11:46,222;20;000080FF395F1950
18:11:46,224;20;000080FF395F1950
18:11:46,230;0D;0000000000000000
18:11:46,231;20;000080FF395F1950
18:11:46,238;20;000080FF395F1950
18:11:46,245;20;000080FF395F1950
18:11:46,251;20;000080FF395F1950
18:11:46,257;20;000080FF395F1950
18:11:46,264;20;000080FF395F1950
18:11:46,271;20;000080FF395F1950
18:11:46,272;2B;C55FED00A0A50110
18:11:46,273;2A;FF730D70E60B0200
18:11:46,274;2D;FF0DBE00FF0DC300
18:11:46,278;20;000080FF395F1950
18:11:46,280;0D;0000000000000000
18:11:46,285;20;000080FF395F1950
18:11:46,292;20;000080FF395F1950
18:11:46,297;20;000080FF395F1950
18:11:46,304;20;000080FF395F1950
18:11:46,311;20;000080FF395F1950
18:11:46,315;2C;FF0DB700FF0DDC00
18:11:46,316;28;FF170D0020270200
18:11:46,317;29;FF130D00A0D80100
18:11:46,319;20;000080FF395F1950
18:11:46,325;20;000080FF395F1950
18:11:46,331;0D;0000000000000000
18:11:46,332;20;000080FF395F1950
18:11:46,337;20;000080FF395F1950
18:11:46,340;14;0000000000000000
18:11:46,342;15;0000000000000000
18:11:46,342;17;99D8794100000000
18:11:46,344;20;000080FF395F1950
18:11:46,351;20;000080FF395F1950
18:11:46,358;20;000080FF395F1950
18:11:46,365;20;000080FF395F1950
18:11:46,371;20;000080FF395F1950
18:11:46,372;2B;A43F6D01A0A50110
18:11:46,373;2A;FF730D70A6080200
18:11:46,374;2D;FF0DC400FF0DBF00
18:11:46,377;20;000080FF395F1950
18:11:46,380;0D;0000000000000000
18:11:46,384;20;000080FF395F1950
18:11:46,391;20;000080FF395F1950
18:11:46,398;20;000080FF395F1950
18:11:46,405;20;000080FF395F1950
18:11:46,411;20;000080FF395F1950
18:11:46,415;2C;FF0DB800FF0DD700
18:11:46,416;28;FF170D00E0280200
18:11:46,416;29;FF130D0060D70100
18:11:46,417;20;000080FF395F1950
18:11:46,424;20;000080FF395F1950
18:11:46,430;0D;0000000000000000
18:11:46,432;20;000080FF395F1950
18:11:46,440;20;000080FF395F1950
18:11:46,446;20;000080FF395F1950
18:11:46,453;20;000080FF395F1950
18:11:46,459;20;000080FF395F1950
18:11:46,464;20;000080FF395F1950
18:11:46,471;20;000080FF395F1950
18:11:46,472;2B;B2433D01A0A50110
18:11:46,473;2A;FF6F0D70E60B0200
18:11:46,474;2D;FF0DC200FF0DBF00
18:11:46,478;20;000080FF395F1950
18:11:46,480;0D;0000000000000000
18:11:46,484;20;000080FF395F1950
18:11:46,491;20;000080FF395F1950
18:11:46,498;20;000080FF395F1950
18:11:46,504;20;000080FF395F1950
18:11:46,511;20;000080FF395F1950
18:11:46,514;2C;FF0DB900FF0DD500
18:11:46,515;28;FF170D00E0280200
18:11:46,516;29;FF130D0020DA0100
18:11:46,518;20;000080FF395F1950
18:11:46,524;20;000080FF395F1950
18:11:46,530;0D;0000000000000000
18:11:46,531;20;000080FF395F1950
18:11:46,538;20;000080FF395F1950
18:11:46,544;20;000080FF395F1950
