Time,Xg,Yg,Zg,Pitch,Roll,Yaw,Course,Speed,Altitude,Peek,HeaderLatitude,Longitude,Peek,Hori_Accuracy,Vert_Accuracy,
0.000000e+00,2.982025e-01,-4.661865e-01,-8.592834e-01,2.843111e+01,1.589230e+01,2.582358e+00,-1.000000e+00,5.094582e-03,2.077879e+02,5.003710e+01,1.991104e+01,1.362018e+01,1.133970e+01
0.000000e+00,3.739776e-01,-5.339508e-01,-7.520142e-01,2.999216e+01,2.049864e+01,-0.000000e+00,-1.000000e+00,5.094582e-03,2.077879e+02,5.003710e+01,1.991104e+01,1.362018e+01,1.133970e+01
9.965000e-03,2.891846e-01,-4.778900e-01,-8.488464e-01,2.835601e+01,1.522129e+01,2.582358e+00,-1.000000e+00,5.094582e-03,2.077879e+02,5.003710e+01,1.991104e+01,1.362018e+01,1.133970e+01
1.993100e-02,2.725067e-01,-4.912872e-01,-8.589478e-01,2.831557e+01,1.451224e+01,2.582358e+00,-1.000000e+00,5.094582e-03,2.077879e+02,5.003710e+01,1.991104e+01,1.362018e+01,1.133970e+01
2.989600e-02,2.472229e-01,-4.968262e-01,-8.569946e-01,2.826165e+01,1.379089e+01,3.684477e+00,-1.000000e+00,5.094582e-03,2.077879e+02,5.003710e+01,1.991104e+01,1.362018e+01,1.133970e+01
3.986200e-02,2.023315e-01,-5.010833e-01,-8.560638e-01,2.814863e+01,1.311325e+01,3.684477e+00,-1.000000e+00,5.094582e-03,2.077879e+02,5.003710e+01,1.991104e+01,1.362018e+01,1.133970e+01
4.982800e-02,1.579437e-01,-4.857330e-01,-8.609924e-01,2.794457e+01,1.255447e+01,3.684477e+00,-1.000000e+00,5.094582e-03,2.077879e+02,5.003710e+01,1.991104e+01,1.362018e+01,1.133970e+01
5.979300e-02,1.372986e-01,-4.532623e-01,-8.692779e-01,2.763309e+01,1.215834e+01,4.907628e+00,-1.000000e+00,5.094582e-03,2.077879e+02,5.003710e+01,1.991104e+01,1.362018e+01,1.133970e+01
6.975900e-02,1.351471e-01,-4.175415e-01,-8.600616e-01,2.723537e+01,1.185664e+01,4.907628e+00,-1.000000e+00,5.094582e-03,2.077879e+02,5.003710e+01,1.991104e+01,1.362018e+01,1.133970e+01
7.972400e-02,1.673584e-01,-3.918610e-01,-8.276062e-01,2.678514e+01,1.156247e+01,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
8.969000e-02,2.163696e-01,-3.907929e-01,-8.219604e-01,2.630698e+01,1.120759e+01,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
9.965500e-02,2.482910e-01,-3.934784e-01,-8.320770e-01,2.581965e+01,1.076406e+01,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
1.096210e-01,2.465057e-01,-3.920288e-01,-8.558655e-01,2.533344e+01,1.024963e+01,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
1.195870e-01,2.100372e-01,-3.930664e-01,-8.863831e-01,2.485744e+01,9.726471e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
1.295520e-01,1.647796e-01,-3.757477e-01,-8.979187e-01,2.440616e+01,9.227009e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
1.395180e-01,1.280823e-01,-3.688812e-01,-8.840942e-01,2.400212e+01,8.731515e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
1.494830e-01,1.189880e-01,-3.892975e-01,-8.956909e-01,2.366688e+01,8.240281e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
1.594490e-01,1.110229e-01,-4.031982e-01,-9.082947e-01,2.340633e+01,7.788852e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
1.694150e-01,9.953309e-02,-4.135284e-01,-9.239807e-01,2.321445e+01,7.415106e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
1.793800e-01,9.526062e-02,-4.150086e-01,-9.282074e-01,2.307126e+01,7.108791e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
1.893460e-01,9.638976e-02,-4.084930e-01,-9.140930e-01,2.294526e+01,6.851727e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
1.993107e-01,1.036529e-01,-3.976593e-01,-9.155273e-01,2.280292e+01,6.643877e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
2.092767e-01,9.709167e-02,-3.933716e-01,-9.152374e-01,2.262033e+01,6.479930e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
2.192417e-01,8.345032e-02,-3.956909e-01,-9.130860e-01,2.238887e+01,6.337411e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
2.292077e-01,7.516479e-02,-3.879547e-01,-8.918304e-01,2.211303e+01,6.140687e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
2.391737e-01,8.486938e-02,-3.688049e-01,-8.348389e-01,2.181512e+01,5.839072e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
2.491387e-01,1.104584e-01,-3.565521e-01,-8.065948e-01,2.151259e+01,5.401824e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
2.591047e-01,1.173096e-01,-3.725128e-01,-8.307037e-01,2.121234e+01,4.860496e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
2.690697e-01,9.161378e-02,-3.921967e-01,-9.064026e-01,2.092464e+01,4.339796e+00,4.907628e+00,-1.000000e+00,3.182204e-02,2.075954e+02,5.003710e+01,1.991105e+01,1.124632e+01,1.125985e+01
2.790357e-01,3.662109e-02,-3.994903e-01,-1.001282e+00,2.066763e+01,3.963009e+00,4.907628e+00,3.377532e+02,5.301753e-02,2.074299e+02,5.003710e+01,1.991106e+01,1.048963e+01,1.111327e+01
2.890007e-01,-1.318359e-02,-3.758240e-01,-1.058136e+00,2.046108e+01,3.769762e+00,4.907628e+00,3.377532e+02,5.301753e-02,2.074299e+02,5.003710e+01,1.991106e+01,1.048963e+01,1.111327e+01
2.989667e-01,-3.442383e-02,-3.382568e-01,-1.057526e+00,2.032349e+01,3.743614e+00,4.907628e+00,3.377532e+02,5.301753e-02,2.074299e+02,5.003710e+01,1.991106e+01,1.048963e+01,1.111327e+01
3.089327e-01,-2.162170e-02,-3.123932e-01,-1.032257e+00,2.026962e+01,3.806436e+00,4.907628e+00,3.377532e+02,5.301753e-02,2.074299e+02,5.003710e+01,1.991106e+01,1.048963e+01,1.111327e+01
3.188977e-01,9.002686e-03,-3.040009e-01,-9.979706e-01,2.029884e+01,3.871315e+00,4.907628e+00,3.377532e+02,5.301753e-02,2.074299e+02,5.003710e+01,1.991106e+01,1.048963e+01,1.111327e+01
3.288637e-01,3.866577e-02,-3.247680e-01,-9.728241e-01,2.039275e+01,3.933231e+00,4.907628e+00,3.377532e+02,5.301753e-02,2.074299e+02,5.003710e+01,1.991106e+01,1.048963e+01,1.111327e+01
3.388287e-01,5.087280e-02,-3.444519e-01,-9.679260e-01,2.052707e+01,4.012404e+00,4.907628e+00,3.377532e+02,5.301753e-02,2.074299e+02,5.003710e+01,1.991106e+01,1.048963e+01,1.111327e+01
3.487947e-01,8.016967e-02,-3.353424e-01,-9.629211e-01,2.069236e+01,4.092796e+00,4.907628e+00,3.377532e+02,5.301753e-02,2.074299e+02,5.003710e+01,1.991106e+01,1.048963e+01,1.111327e+01
